,name,followers_count,total_number_of_tweets,location,language,tweet_count
1261,Surya,312.0,19828,"Chennai,india",en,2
1262,Helana Darwin,245.0,519,"New York, NY",en,2
1263,Indian Spice,1456.0,10273,South Africa,en,2
1264,Eurisko 🍕,62.0,3974,LV-426,en,2
1265,Kathy Hoffman,1810.0,127676,"Sanford, Florida",en,2
1266,A Tribe Called Queen,41.0,143,Spirit,en,2
1267,Karol 🌿,16371.0,296209,"California, USA",en,2
1268,Cardi B/Kamala 2020,996.0,239048,"California, USA",en,2
1269,⚡️Mïçhëäł⚡️,2515.0,48111,"Pathanamthitta, Kerala",en,2
1270,Erin Corr Miller,609.0,4144,"Chapel Hill, NC",en,2
1271,melting jeune,1316.0,6760,幻,en,2
1272,Kaushal,1394.0,56863,"Chandigarh, India",en,2
1273,CATWLAC,6640.0,191667,Latinoamerica y el Caribe,en,2
1274,David Miklos,15280.0,44879,Mexico City,es,2
1275,Durrell Wrister,194.0,2772,"Memphis, Tn",en,2
1276,KeepitrealTee,3845.0,269168,United States,en,2
1277,life taker w/ 9lives,1266.0,18252,everywhere@once/nowhere at all,en,2
1278,Vietnam Veteran,858.0,39086,CA,en,2
1279,THE PRESS,12992.0,166937,United States,en,2
1280,James Lorde,6664.0,55923,"Johannesburg, South Africa",en,2
1281,M. S.,1274.0,33037,Evergreen State,en,2
1282,WARgreymon00!,101.0,13930,"Lexington, KY",en,2
1283,Kat Russell Jr. III,1752.0,41542,"Fantasyland, USA",en,2
1284,Venkat Venkatesh,24.0,5348,"Chennai, India",en,2
1285,SanBernieDingDong,6420.0,144653,"Blue State, USA",en,2
1286,Graveney English 📚🎭📝,155.0,313,"Tooting, London",en,2
1287,HEqual,923.0,26896,UK,en,2
1288,용용벅sh,74.0,18751,대한민국 서울,en,2
1289,name cannot be blank,144.0,974,"Birmingham, AL",en,2
1290,Sahil कांग्रेस 🇮🇳,1874.0,370754,सारे जहां से अच्छा हिंदुस्तान ,en,2
1291,AREA51GALLERY,17936.0,252895,Seattle,en,2
1292,Kat😕😳🤪👩‍👧‍👦,6.0,51,"Alberta, Canada",en,2
1293,Scatterbrained,111.0,1995,"Mangalore, India",en,2
1294,Deepika❤️,7438.0,369827,"Chennai, India",en,2
1295,jaivardhan,2789.0,13589,Gurgaon,en,2
1296,Black Man,140.0,6713,USA ,en,2
1297,luvthegoodlyfe,958.0,2469,"Arizona, United States",en,2
1298,MTMusk,66.0,218,"Mazatlán, Sinaloa",en,2
1299,Joe Saldanha,182.0,7338,"Mumbai, India",en,2
1300,C-Tribe Festival,848.0,6435,"Edmonton, Alberta",en,2
1301,raheem,120.0,6188,"Dar es Salaam, Tanzania",en,2
1302,"Davy ""Three Cakes"" Acko",3113.0,59021,Liverpool,en,2
1303,stephen black,1079.0,5976,"Sydney, New South Wales",en,2
1304,Mindy 🏳️‍🌈,60.0,1986,Illinois,en,2
1305,Julia Campbell 👩‍💻 #CauseCamp #AFPICON,14504.0,55090,"Wenham, MA",en,2
1306,Carrisa Grace,704.0,11363,"Hollyweird, CA",en,2
1307,Desmond Bishop,51209.0,7297,Bay area- cal-berkeley ,en,2
1308,Jessica Bristol,10221.0,298585,"Amarillo, TX",en,2
1309,Your Daily Llama RTs Welcome 💯🇺🇸,8613.0,10286,漫~🇺🇸Omnipresent🇺🇸~舞,en,2
1310,Jeanne Ponte,84.0,12,"Bruxelles, Belgique",en,2
1311,Cynthia McKinney PhD,38092.0,13535,"Atlanta, GA",en,2
1312,Rajesh_RJ,53.0,224,Arni,en,2
1313,Mandar,802.0,122345,Nagpur ,en,2
1314,Tarik Remila,775.0,7220,"#Dubai, #UAE",en,2
1315,JDP,10474.0,100782,"Seattle, WA",en,2
1316,Chris 🇬🇧🤝🇨🇦🤝🇺🇸,30.0,699,"Wales, United Kingdom",en,2
1317,अंधा कानून,261.0,3860,india,en,2
1318,Bernie Supporter #1,3573.0,71858,"Maryland, USA",en,2
1319,jesse Politic 650,179.0,30254,West TX,en,2
1320,Oh Dear - Retired Nurse thug,1517.0,65765,Australia,en,2
1321,Elle Woods 🌸,1426.0,40791,United States,en,2
1322,Diya Ghosh,317.0,2961,"New Delhi, India",en,2
1323,Pankaj 🚩,194.0,19001,"Chandigarh, India",en,2
1324,amit tiwari,754.0,4248,"Madhya Pradesh, India",en,2
1325,Laura Brevitz,1416.0,146264,New Hampshire,en,2
1326,ScreamingintotheVoid,2084.0,156902,Planet Earth,en,2
1327,Thomas OToole,247.0,472,"Bronx, NY & behind you",en,2
1328,LibertyHowl-PJ Wiemers,1360.0,81549,"ABQ Metro, New Mexico",en,2
1329,WomenOccupyHollywood,23394.0,34667,"Los Angeles, CA",en,2
1330,Runa Magnusdottir,8426.0,14495,"Icelandic, globetrotter",en,2
1331,Miriam Elder,59013.0,52703,New York,en,2
1332,Shruti S.,11.0,68,"Gujarat, India",en,2
1333,Sandy English,1961.0,15497,"Brooklyn, NY",en,2
1334,TheSpreadit,166.0,5749,Los Angeles,en,2
1335,KVJ Show,52384.0,47803,South Florida,en,2
1336,Patrícia Faber,106.0,19131,Brasil,en,2
1337,Television & Movies,306.0,277,Cinema,en,2
1338,LSE Institute of Global Affairs,2376.0,1721,"London, England",en,2
1339,ROBERT ASKEW,523.0,1945,Oak Ridge  Tn,en,2
1340,Keturah,141.0,3860,USA,en,2
1341,BuzzFeed News Art Dept,779.0,1079,"New York, USA",en,2
1342,Andy Siddiqi,6794.0,31369,"London, England",en,2
1343,Shawna Hawkins,222.0,6884,93265,en,2
1344,Hammad Islam,28.0,78,"Islamabad, Pakistan",en,2
1345,The Siasat Daily,10515.0,73971,"Hyderabad, India",en,2
1346,Grandpap Joe,3332.0,59449,Penna.,en,2
1347,CHOWKIDAR ARUN.V,153.0,8347,भारत(Bharat),en,2
1348,ぬこち＠真央ロス,296.0,140201,Hokkaido→Chiba→Osaka→Tokyo,en,2
1349,• Sophie˚☆✊🏻•,5786.0,101753,France,en,2
1350,GlobalHipHopDay.com,176.0,1068,"New York, NY",en,2
1351,Maria Baja,2543.0,60708," Baja, Sea of Cortez ",en,2
1352,P Nagy-Mohacsi,138.0,1122,London LSE,en,2
1353,Joe in AZ #VoteBlue2020,9295.0,123863,America,en,2
1354,NC Poverty Watch,596.0,5802,North Carolina,en,2
1355,Michael E. Dehn,2143.0,159305,Chicago,en,2
1356,Hilton Foundation,14939.0,6756,"Westlake Village, CA",en,2
1357,VamosRafa,58.0,20919,United Kingdom,en,2
1358,Matt Adcock,5542.0,19244,UK,en,2
1359,DC KETAMINE CLINIC,4.0,54,"Washington, D.C.",en,2
1360,Abominable Jedi ︽✵︽,273.0,37188,"Bad Wildbad, Deutschland",en,2
1361,Civic Philly,2389.0,27831,"Philadelphia, PA",en,2
1362,J Venkatesh,11185.0,561286,Andhra Pradesh,en,2
1363,Anand Shekhar,114.0,4580,New Delhi,en,2
1364,arabella,620.0,19517,second star to the right,en,2
1365,Rachael Dowson-Williams,493.0,3243,Weston-Super-Mare UK,en,2
1366,Deepak Bagga चोकीदार का मालिक,193.0,11336,"Tehsil Camp Area, Panipat",en,2
1367,Zoe Whittall,9492.0,35802,Toronto,en,2
1368,विद्रोही।।अर्जुन।।,68.0,6537,अखण्ड भारत,en,2
1369,Honcho🇺🇸Roberto,67.0,1704,"East Riverdale, MD",en,2
1370,Joe King is Banned,3736.0,34646,voting booth florida USA ,en,2
1371,Thomas Anderson 🇺🇸🇬🇧🏳️‍🌈💊,791.0,30912,in the Matrix,en,2
1372,Saurabh Saha,996.0,12046,Bangalore,en,2
1373,Vits,216.0,24269,"Santiago, Chile",en,2
1374,Dr. Melissa R Michelson,4022.0,30920,"Palo Alto, CA",en,2
1375,Advocate Solomon,13.0,25,India & International                           EMAIL:counsel2legal@gmail.com,en,2
1376,Red Pills for ALL,834.0,21945,United States,en,2
1377,Berojgar 𝓡𝓪𝓱𝓾𝓵 𝓒𝓱𝓪𝓾𝓱𝓪𝓷,2630.0,122785,"Shillai, India",en,2
1378,𝕏ℝ,217.0,6422,OZ,en,2
1379,Simon Sees,1868.0,73223,Melbourne,en,2
1380,Sajid Monsoori,436.0,134167,New Delhi,en,2
1381,Kamini,290.0,43906,"Staten Island, NY",en,2
1382,Monique Toth,110.0,9189,Central Coast NSW,en,2
1383,Hannah Mora,753.0,5717,"California, USA",en,2
1384,ATP,209.0,6403,"Pittsburgh, PA",en,2
1385,Yeh Salubrious Zindagi 😎😎😎,138.0,13781,IMDB List & Prithvi,en,2
1386,Nkosi Masuku,164.0,1731,"Harare, Zimbabwe",en,2
1387,JSA,1273.0,1361,United Kingdom,en,2
1388,MYNDFK,0.0,14669,San Francisco,en,2
1389,RogueAltGov,1547.0,75549,"Washington, DC",en,2
1390,KUNDAN DUTTA,71.0,15113,All over,en,2
1391,KHJFever (제시) 🇺🇸,394.0,29999,"California, USA",en,2
1392,"Col Bajpai,(Veteran)",1304.0,25010,Pune,en,2
1393,Kiwi Johno - Truth Always Wins 🌈🌈🌈🇳🇿🎼✈️💙💙,39598.0,141408,"Bonbeach, Melbourne, Australia",en,2
1394,Spider-Verse,11302.0,150462,🇵🇭,en,2
1395,Abhishek,234.0,904,"Auckland, New Zealand",en,2
1396,Kc🇺🇸,95.0,27433,"New York, USA",en,2
1397,Appu Pandey | ‏‎اپو پانڈے,2028.0,108934,A citizen of this Earth,en,2
1398,Chris Traynor,3288.0,36176,Northern New Jersey,en,2
1399,TIFO Podcast,2862.0,3444,"Los Angeles, CA",en,2
1400,Shar,629.0,65719,In the Resistance ,en,2
1401,Blake Kitterman,1380.0,15035,"Chattanooga, TN",en,2
1402,John Locke,224.0,11112,"The ""T"" of Pennsylvania",en,2
1403,harpreet singh,237.0,83872,"Bengaluru, India",en,2
1404,Chowkidar RWightDesi,182.0,4847,"Bengaluru, India",en,2
1405,Mona Lena Krook,1767.0,4603,"New Jersey, USA",en,2
1406,Alex Orué 🏳️‍🌈,23872.0,64262,"Mérida, México",es,2
1407,Neoo,55.0,2575,"New Delhi, India",en,2
1408,Leyla Yamila,1508.0,33270,Gypsy Life👣 ✈️TGU/CHI,en,2
1409,Kathleen Harryman,26776.0,196594,"York, England",en,2
1410,Chowkidar Virat,60.0,4745,भारत,en,2
1411,Ron Soye,195.0,448,Anywhere but the courtroom :((,en,2
1412,Chowkidhar Kiran ಹಳ್ಳಿ,221.0,12969,"Bengaluru South, India",en,2
1413,Koupe Tet Boule Kay 🇺🇸,159.0,11982,The A,en,2
1414,Devin Nunes' Lost Mind,13066.0,139787,Sick bay #GeeksResist,en,2
1415,Jet Force Gemini,95.0,2079,Minding Mine,en,2
1416,Rajkumar Hindusatni,862.0,217178,Gurgaon,en,2
1417,Katee Van Horn,1791.0,4977,"Phoenix, AZ",en,2
1418,Firstpost,2006906.0,526510,"Mumbai, India",en,2
1419,Kristen Harcourt,4292.0,11250,Global,en,2
1420,Guanduania Human Rights Association,1054.0,35242,"Guanduanis, Guanduania",en,2
1421,Ms Mick,15903.0,28247,USA,en,2
1422,Petra Saxby,1055.0,53066,"London, UK",en,2
1423,Straight To the Point📍,232.0,464,STL,en,2
1424,DanielaS,1410.0,12379,Tel Aviv,en,2
1425,PinkiKumari_AAP,205.0,17361,"New Delhi, India",en,2
1426,Palvasha Shahrukh,119.0,1485,"Karachi, Pakistan",en,2
1427,Geek Club Books,1854.0,16147,"Redwood City, CA",en,2
1428,Amol Pohare,363.0,3470,"Nagpur, India",en,2
1429,CarlosJones,197.0,4768,Sacramento CA,en,2
1430,Patrick,13066.0,623215,"ÜT: 48.195723,-122.119899",en,2
1431,Terence میں  ടെറൻസ്,1296.0,73779,Mumbai,en,2
1432,Christina Merriweath,522.0,72141,"Belleville, Mi",en,2
1433,Souhila #OmniaVincitAmor,3037.0,44295,"Paris, France",en,2
1434,Rajveer Ankur Singh,364.0,765,"Mumbai, India",en,2
1435,Shweta_Pathak,1006.0,174672,"New Delhi, India",en,2
1436,Natasha Shingles,161.0,1405,"England, United Kingdom",en,2
1437,Bex #MJFAM #MJINNOCENT,33.0,619,United Kingdom,en,2
1438,Dexter Wolf,48.0,2002,"Niagara Falls, NY",en,2
1439,⭐️,666.0,20847,ॐ,en,2
1440,Lyia Terki,54.0,527,"Paris, France",en,2
1441,Virtual Paparazzi,13514.0,220992,"Hollywood, California",en,2
1442,♥★ IMNITAJ ★♥™,1981.0,41392,India,en,2
1443,Indiacom,8661.0,147200,India,en,2
1444,Tseday (ፀደይ),9329.0,29890,Addis Abeba | Toronto,en,2
1445,Ali Gronow,53.0,3116,Naarm/Melbourne,en,2
1446,Fiona G Roberts,860.0,7935,London,en,2
1447,Terry Darling,9829.0,5420,"Saline, MI",en,2
1448,Joseph Barracato,1150.0,20657,"Middletown, NJ",en,2
1449,Tomasz Drabowicz,636.0,18327,"Lodz, Poland",en,2
1450,shyapka,120.0,462,"Nashville, TN",en,2
1451,TeslaFunGh,1307.0,10538,"Little Shelford, England",en,2
1452,"Senait Fisseha,MD.JD Professor of OBGYN",29351.0,23861,"Ann Arbor, Omaha, Addis Ababa",en,2
1453,DisplayFaith MED,81.0,1344,"Brooklyn, NY",en,2
1454,Liz M,202.0,1068,georgia,en,2
1455,BOBC CHANNEL™,12834.0,18840,DMs | London HQ | USA | Africa,en,2
1456,Jeevan Robinson,4279.0,26670,Global,en,2
1457,Rood Bennett,1868.0,4175,Belgium,en,2
1458,Li Hua :D,81.0,3691,Singapore ,en,2
1459,Fatima,202.0,932,Godric’s Hollow,en,2
1460,Aleria PBC,426.0,2093,"New York, NY",en,2
1461,Priya Florence Shah,24794.0,54701,"Pune, India",en,2
1462,FairyQueen,26554.0,114827,Fairyland/Yorkshire,en,2
1463,ADOS7B1,83.0,1223,Washington DC,en,2
1464,Brian Weigand,1957.0,9823,"Lynchburg, VA",en,2
1465,Ricky Grimez,409.0,13359,"Los Angeles, California",en,2
1466,Melody Warbington,2402.0,6923,"Birmingham, AL.",en,2
1467,ረድኤት,421.0,2019,"Cambridge, MA",en,2
1468,Kassie Stringer,315.0,3736,"Reading, England",en,2
1469,Phutarmal Jain,115.0,7816,mumbai,en,2
1470,peacsea,203.0,8575,Canada,en,2
1471,Ellen C. Caldwell,785.0,1099,Los Angeles,en,2
1472,Omkar Subramaniam,254.0,14466,"Bengaluru South, India",en,2
1473,Rhoda Ozen,2525.0,44325,"Philadelphia, PA",en,2
1474,NellieOleson,1136.0,5752,"Maine, USA",en,2
1475,Devils Attorney,1654.0,14243,I Live on the Edge,en,2
1476,Eric Harding,92.0,833,"Atlanta, GA",en,2
1477,Gulamali,341.0,97219,Mumbai-Pune-Mumbai,en,2
1478,KNL,89.0,3722,United States,en,2
1479,Tom Moran,959.0,48362,"New York, NY",en,2
1480,Manan Patel,90.0,8743,"Toronto, Ontario",en,2
1481,Whirled Views,692.0,7070,"Metro Charlotte, NC",en,2
1482,Dr. DaShanne Stokes,39964.0,54179,United States,en,2
1483,Justin #plantgang,47.0,10040,Everywhere,en,2
1484,Lesley scott,51.0,385,"Scotland, United Kingdom",en,2
1485,La Reine 🇺🇸,640.0,7497,"Georgia, U.S.A.",en,2
1486,Picasso Creative Writing,2276.0,22667,"International Readership 200,000",en,2
1487,Rachna Saini,792.0,13410,"Ontario, Canada",en,2
1488,Palak Kumar Jain,209.0,19849,"Jaipur, India",en,2
1489,tejinder kaur Mehta,325.0,38248,nagpur,en,2
1490,Duke Law,20925.0,5013,"Durham, NC",en,2
1491,Team Trick 🇺🇸,30.0,1779,United States,en,2
1492,Itim Hilton Philip,723.0,10543,"London, United Kingdom",en,2
1493,Joan Adamson,305.0,4275,"Hartlepool, England",en,2
1494,Rajeev Sharma,951.0,160929,"Agra, India",en,2
1495,vcomon,29.0,1396,New York,en,2
1496,Stephanie Mari,19.0,77,"New York, NY",en,2
1497,Michayla Lawrence,75.0,936,"Port Elgin, Ontario",en,2
1498,#IndiaWithForces,275.0,79089,gurugram,en,2
1499,PAHZAZZ,381.0,24819,"ST. LOUIS ,MO IS HOME BASE",en,2
1500,Raquel luciana,2724.0,325158,Brasil,en,2
1501,ADDISON,182.0,9934,Califas,en,2
1502,alibi-haver,171.0,1424,they/them,en,2
1503,Megha Sridhar,116.0,3530,"Bengaluru, India",en,2
1504,JFD313,11.0,774,"New York, NY",en,2
1505,AlbertaGirl,5224.0,80530,Southern Alberta,en,2
1506,Angel Orsini,12718.0,56028,United States,en,2
1507,Vrinda Pendred,4078.0,20033,"Hertfordshire, UK",en,2
1508,😊Amanda💜,458.0,129768,Texas,en,2
1509,kelsey✨👑,186.0,4259,"England, United Kingdom",en,2
1510,siddhant,191.0,1051,"Patna, India",en,2
1511,Preston MacDougall,662.0,63865,"Murfreesboro, TN",en,2
1512,SWஆG,143.0,1434,"Toronto, Ontario",en,2
1513,Alex Macias,252.0,10986,"Texas, USA",en,2
1514,👑Macy👑,107.0,2805,United Kingdom,en,2
1515,Yesenia Barragan,3214.0,14719,"ferguson, Ayotzinapa",en,2
1516,Spiros Margaris,73380.0,143538,All Over the World,en,2
1517,BH,11938.0,269449,Chickahominy Swamp,en,2
1518,#TriumphBernieTriumph,757.0,39908,"NYC, LA, Tunis ",en,2
1519,Kris,740.0,20420,China,en,2
1520,Chamberlain,5.0,1104,"Bar Harbor, ME",en,2
1521,Catherine McCall,782.0,3969,"St. Simons Island, Ga",en,2
1522,helen ovecka,8286.0,277929,"Philadelphia, PA",en,2
1523,Emelina Mutabazi Nizere,22.0,380,Somewhere in South Africa,en,2
1524,Sumedha Longani,64.0,28,Delhi,en,2
1525,Creatures by nagy 🛡️,246.0,16449,"Lakeland, FL",en,2
1526,AdamBKR- #IBelieveHim,118.0,9239,Yeet,en,2
1527,Rich Justice,939.0,264614,Pennsylvania,en,2
1528,Saoirse Chen,22.0,195,"Seattle, WA",en,2
1529,Andrea James,113.0,844,"Norwich, England",en,2
1530,Antho Derv 💯🌈🔋,3480.0,147375,Kobe Japan,en,2
1531,Vinney T,605.0,9203,NYC,en,2
1532,Ganesh Poojari,327.0,9893,"Mumbai, India",en,2
1533,Nitin Saini,205.0,11709,"Hari Nagar Ashram, New Delhi",en,2
1534,Pauline Park,1477.0,24226,New York,en,2
1535,Cutaways Podcast,3534.0,20773,"Los Angeles, CA",en,2
1536,💖Rachelle Royse💖,104.0,1291,"Tipp City, OH",en,2
1537,Next BLUE WAVE 2020!!,1112.0,102460,On the beach playing volleyball,en,2
1538,Amit Patel,1535.0,24697,Ahmedabad,en,2
1539,Chivonne McColl,184.0,7385,ScotLand,en,2
1540,JDforeverinmyheart,90.0,857,Munich,en,2
1541,EMERGE,1377.0,4659,University of Guelph-Humber,en,2
1542,Mohan,74.0,15492,"Anantapur, India",en,2
1543,chirag patel,912.0,127848,"Vododara, India",en,2
1544,Vincent Zimmerman,2502.0,37463,"York, PA",en,2
1545,Amy Selich,275.0,1006,"Carlsbad, CA",en,2
1546,OneArseneWenger ♥️,398.0,30469,Gurgaon/Delhi,en,2
1547,Mr Bill,1158.0,33779,"Lexington, KY",en,2
1548,A. Q✳️,1327.0,22744,🇵🇰#AirBase🇵🇰,en,2
1549,Melissa Silverstein,45026.0,78123,melissa@womenandhollywood.com,en,2
1550,𝑽𝒊𝒏𝒂𝒚 𝑲𝒖𝒎𝒂𝒓 𝑫𝒐𝒌𝒂𝒏𝒊𝒂,28192.0,385077,"कोलकाता, भारत",en,2
1551,Goody WitchBrain,2260.0,58271,"South West, England",en,2
1552,SoLongUN,3259.0,40132,United States,en,2
1553,Jyostna kamble,84.0,2711,"Mumbai, India",en,2
1554,Nyx Moonrayne,323.0,5591,"Florida, USA",en,2
1555,Dr. Jain,362.0,70330,"Clemson, South Carolina",en,2
1556,ⓢ𝓎ηⓣ𝕙 ⓌiⓉČĦ ⏳⚖️⚔️,3632.0,52028,@solemnshapes,en,2
1557,Enkore,1857.0,48194,"Mumbai, India",en,2
1558,BrightonParkCHI,246.0,1747,"Brighton Park, Chicago, IL",en,2
1559,Shreeharsha - #MaiBhiChowkidaar,1218.0,34477,Bangalore,en,2
1560,California Edge,3382.0,29834,"Belly of the Beast, CA, USA",en,2
1561,Simeon Coyne🇮🇪🤘🏻,1318.0,36875,Dublin Ireland ,en,2
1562,National Law Review,29907.0,190116,"Chicago, IL",en,2
1563,Amazing Book Zone,28621.0,126288,"Minneapolis, Minnesota",en,2
1564,MANJUL,103463.0,42993,India,en,2
1565,Deepsofts Blog,327.0,1872,India,en,2
1566,Raymond-J -Maaunaka,16.0,389,"Calgary, Alberta",en,2
1567,Real Stone Capone (Pronoun-Your Majesty/Your King),471.0,5131,The Universe,en,2
1568,Rozemareigh®,3384.0,49488,"Ibadan, Nigeria",en,2
1569,Anna,480.0,29735,"England, United Kingdom",en,2
1570,Full Disclosure 🎙,1669.0,11827,Subscribe :,en,2
1571,#Dizz© in Indy,13184.0,214144,"Indianapolis, IN",en,2
1572,மு.அன்பழகன்💕,851.0,37096,பரமக்குடி,en,2
1573,Rebecca Tyndall,922.0,42868,USA,en,2
1574,Kapshaw Ptah 🅰 🇩🅾🇸 🇺🇸,140.0,5298,Spreading TRUTH across the 🌍!,en,2
1575,پیام پرنس کشمیری,7197.0,22900,Here and There! ,en,2
1576,(⌐■_■) MT045T (⌐■_■),85.0,688,KwebbleKonnector,en,2
1577,SHAREN SIERRA KING,1653.0,6847,Global,en,2
1578,Rayland ❌,5208.0,44669,"Kansas, USA ",en,2
1579,Bill Huff,4291.0,139409,People's Republic of CA,en,2
1580,BOSS LADY L. FASHIONS,131.0,2320,"Minneapolis, MN.",en,2
1581,Sajid Ali,626.0,1538,Chennai,en,2
1582,Rex Banner,295.0,67633,Dublin,en,2
1583,✊🚩Red Queen of Spades♠️ #HandsOffVenezuela🍞🌹,812.0,8522,"Brooklyn, NY",en,2
1584,brie larson’s oscar,269.0,50923,"South Yorkshire, England",en,2
1585,barbara taylor,991.0,125942,"bensalem,pa.",en,2
1586,Prakash Patel,231.0,8272,UK,en,2
1587,RebeccaSeungBickley,239.0,904,"Montgomery, AL",en,2
1588,🇺🇸 only in America,16138.0,36519,"South Bend, IN",en,2
1589,Keisha Jones,344.0,2871,"Atlanta, GA",en,2
1590,Courtney Martin,14962.0,15485,Oakland,en,2
1591,Barbie D H,52541.0,341577,USA,en,2
1592,I’m Team R.Kelly 🙃🙂,2549.0,1969,Somewhere in the world,en,2
1593,john felix,245.0,25228,"Hyderabad, Andhra Pradesh",en,2
1594,Mollie Katie,2846.0,194828,Western Massachusetts,en,2
1595,GS,725.0,11256,"Pennsylvania, USA",en,2
1596,Dennis Michael Lynch,43408.0,5330,"New York, NY",en,2
1597,Von,520.0,58238,Somewhere,en,2
1598,SpreadtheTruth 🇺🇸,5776.0,103302,United States,en,2
1599,Christine Selinger,253.0,459,"Calgary, Alberta",en,2
1600,R,255.0,22978,Perpetually Pissed @ POTUS,en,2
1601,Chantelle Robinson,1648.0,13308,Calgary,en,2
1602,Sharon L Holliday,7014.0,24289,"Agoura Hills, CA",en,2
1603,❌ Dont TreadOnMe ❌,22884.0,32350,"Simi Valley, CA",en,2
1604,صدیق جیلانی Siddique Jilani,331.0,69065,"Dubai, UAE",en,2
1605,Lisa Gillis,43313.0,413137,a gig somewhere,en,2
1606,BΔK Up,2380.0,212908,The Beyhive ,en,2
1607,American Woman,1482.0,187796,USA,en,2
1608,Enough is Enough TN,885.0,2258,"Tennessee, USA",en,2
1609,Tiger Lilly,2131.0,103308,TO.ronto ,en,2
1610,Indie Author RTG,66121.0,788748,Worldwide,en,2
1611,OccuWorld ❌,8010.0,3221892,Earth,en,2
1612,Tarah Davis🇺🇲,37.0,268,"Myrtle Beach, Sc",en,2
1613,Swipe it! With conviction!,276.0,52049,"Racine, WI",en,2
1614,Stephen Gitau,369.0,89347,"Salisbury, MD",en,2
1615,Rick Cooley,129706.0,406325,"Wilkes-Barre, PA",en,2
1616,MsPatriot🇺🇸💪🏼,237.0,5832,"California, USA",en,2
1617,Marussia00157,787.0,9296,Somewhere in Russia,en,2
1618,Silvani,20.0,245,Indonesia,en,2
1619,Rosie memos,59533.0,146303,"Los Angeles, CA",en,2
1620,meh,5701.0,718417,Northern Virginia,en,2
1621,Liberal Logic,1300.0,32986,United States,en,2
1622,Daily Planet,4346.0,235185,USA,en,2
1623,Tamasic Pravrati,174.0,46429,"Mumbai, UP,",en,2
1624,guillermina perez,15.0,753,"Mendoza, Argentina",en,2
1625,Britni de la Cretaz ⚾️,11677.0,27401,Boston via South Florida,en,2
1626,Cindy,665.0,63887,Minnesota,en,2
1627,🇩🇪 German Chocolate Jess 🍫,3003.0,162036,Le tango des Illusions,en,2
1628,ブルマトランクス,130.0,5231,"China-cho, Kagoshima",en,2
1629,Melody Krell,202.0,351,"Palm Beach, FL",en,2
1630,Jim Will Survive,479.0,2744,"Vancouver, BC",en,2
1631,Gomathy Kalyan,23.0,325,New Jersey ,en,2
1632,I AM THE COFFEE WHISPERER,5347.0,3595,"Texas, USA",en,2
1633,Suhr Mesa,1068.0,117659,North America,en,2
1634,Airchecker,8750.0,126256,"Vancouver, Canada ",en,2
1635,Captain Bool-Bool,241.0,822,"Обнинск, Россия",en,2
1636,Bookliz John,2069.0,10630,"California, USA",en,2
1637,Nishita Jha,16442.0,16233,"New Delhi, India",en,2
1638,debbie saslaw,1591.0,2460,"Williamsburg, Brooklyn",en,2
1639,Annastasia Resists,5043.0,42191,The Right Side of History,en,2
1640,cj hannum,5423.0,221669,"Connecticut, USA",en,2
1641,Helen Bratko,274.0,8988,"California, USA",en,2
1642,James Chhetri,279.0,52181,"Aizawl, India",en,2
1643,Victoria Brownworth,79494.0,335531,"Philly, natch",en,2
1644,JERRY 🐶❌,658.0,70011,"Hollywood, FL",en,2
1645,LeticiadelRocio,3258.0,35066,México,es,2
1646,SunnyRavenwood 🌟💖💛💚💙💜🌟,1103.0,5465,"Honolulu, HI",en,2
1647,Political HEDGE,104121.0,688700,United States,en,2
1648,The Revealer,4827.0,5828,New York,en,2
1649,Trotskyism,239.0,18053,The World,en,2
1650,Gene Glass,14034.0,12039,"California, USA",en,2
1651,conductress ⚡️,1535.0,36329,"Chicago, IL",en,2
